Product,ProductFeature,SentimentCategory,SentimentScore,CommonIssues
Product_C,Durability,Negative,0.62,Wears out quickly
Product_E,Ease of Use,Negative,0.32,Breaks easily
Product_B,Functionality,Negative,0.59,Uncomfortable
Product_D,Value for Money,Neutral,0.45,Looks outdated
Product_B,Design,Negative,0.59,Not user-friendly
Product_A,Value for Money,Positive,0.61,Not sturdy
Product_A,Value for Money,Negative,0.65,Not sturdy
Product_B,Functionality,Positive,0.43,Not user-friendly
Product_A,Durability,Negative,0.52,Not worth the price
Product_D,Ease of Use,Positive,0.64,Doesn't work as expected
Product_E,Durability,Positive,0.47,Hard to understand
Product_C,Design,Neutral,0.24,Not worth the price
Product_B,Functionality,Positive,0.21,Limited features
Product_A,Ease of Use,Negative,0.78,Breaks easily
Product_C,Functionality,Positive,0.54,Difficult to operate
Product_B,Value for Money,Negative,0.23,Not sturdy
Product_C,Ease of Use,Negative,0.15,Too expensive
Product_D,Value for Money,Positive,0.51,Breaks easily
Product_C,Ease of Use,Positive,0.58,Not worth the price
Product_E,Ease of Use,Negative,0.62,Poor aesthetics
Product_B,Design,Negative,0.29,Looks outdated
Product_D,Functionality,Negative,0.25,Not worth the price
Product_B,Value for Money,Negative,0.66,Not sturdy
Product_A,Durability,Negative,0.36,Breaks easily
Product_A,Design,Positive,0.63,Too expensive
Product_C,Durability,Neutral,0.27,Wears out quickly
Product_B,Value for Money,Positive,0.44,Breaks easily
Product_E,Durability,Neutral,0.86,Too many steps
Product_E,Ease of Use,Neutral,0.46,Better alternatives exist
Product_E,Functionality,Negative,0.25,Not sturdy
Product_D,Functionality,Positive,0.43,Not worth the price
Product_A,Design,Neutral,0.44,Poor aesthetics
Product_B,Value for Money,Positive,0.75,Not sturdy
Product_A,Durability,Positive,-0.0,Uncomfortable
Product_E,Durability,Neutral,0.5,Better alternatives exist
Product_C,Durability,Negative,0.8,Too many steps
Product_E,Ease of Use,Negative,0.5,Poor aesthetics
Product_E,Value for Money,Negative,0.65,Doesn't work as expected
Product_E,Value for Money,Neutral,0.7,Looks outdated
Product_B,Ease of Use,Negative,0.57,Not sturdy
Product_D,Value for Money,Negative,0.54,Difficult to operate
Product_E,Functionality,Neutral,0.9,Too many steps
Product_B,Durability,Positive,0.31,Not user-friendly
Product_B,Ease of Use,Positive,0.4,Too expensive
Product_E,Ease of Use,Positive,0.5,Not sturdy
Product_D,Durability,Negative,0.76,Difficult to operate
Product_E,Functionality,Neutral,0.76,Poor aesthetics
Product_D,Durability,Positive,0.6,Not worth the price
Product_D,Value for Money,Positive,0.62,Not sturdy
Product_E,Durability,Neutral,0.16,Not user-friendly
Product_B,Ease of Use,Neutral,0.52,Not user-friendly
Product_A,Design,Negative,0.61,Too many steps
Product_A,Durability,Negative,0.4,Looks outdated
Product_B,Functionality,Neutral,0.24,Not sturdy
Product_C,Durability,Positive,0.49,Not worth the price
Product_D,Ease of Use,Negative,0.67,Better alternatives exist
Product_B,Durability,Neutral,0.7,Hard to understand
Product_C,Durability,Positive,0.29,Better alternatives exist
Product_B,Durability,Positive,0.73,Looks outdated
Product_B,Value for Money,Neutral,0.73,Limited features
Product_C,Ease of Use,Negative,0.66,Better alternatives exist
Product_B,Design,Negative,0.6,Better alternatives exist
Product_A,Design,Negative,0.58,Better alternatives exist
Product_A,Durability,Negative,0.42,Not sturdy
Product_E,Ease of Use,Neutral,0.58,Uncomfortable
Product_C,Functionality,Neutral,0.5,Looks outdated
Product_B,Value for Money,Negative,0.65,Too many steps
Product_E,Ease of Use,Neutral,0.55,Not worth the price
Product_D,Value for Money,Positive,0.69,Hard to understand
Product_A,Value for Money,Positive,0.5,Looks outdated
Product_C,Value for Money,Positive,0.65,Too many steps
Product_A,Value for Money,Positive,0.21,Looks outdated
Product_A,Design,Neutral,0.27,Looks outdated
Product_C,Value for Money,Positive,0.69,Too many steps
Product_A,Design,Positive,0.63,Hard to understand
Product_C,Durability,Negative,0.31,Not user-friendly
Product_C,Design,Neutral,0.68,Too expensive
Product_B,Ease of Use,Negative,0.2,Difficult to operate
Product_E,Functionality,Positive,0.38,Too many steps
Product_D,Ease of Use,Negative,0.42,Doesn't work as expected
Product_D,Ease of Use,Neutral,0.62,Limited features
Product_D,Value for Money,Neutral,0.49,Limited features
Product_D,Functionality,Positive,0.68,Doesn't work as expected
Product_A,Ease of Use,Neutral,0.33,Too expensive
Product_C,Ease of Use,Negative,0.19,Difficult to operate
Product_D,Ease of Use,Positive,0.47,Better alternatives exist
Product_A,Durability,Negative,0.29,Uncomfortable
Product_D,Functionality,Positive,0.7,Poor aesthetics
Product_A,Ease of Use,Neutral,0.27,Not sturdy
Product_D,Functionality,Neutral,0.34,Uncomfortable
Product_E,Ease of Use,Positive,0.55,Looks outdated
Product_B,Value for Money,Neutral,0.32,Limited features
Product_A,Design,Neutral,0.54,Breaks easily
Product_D,Design,Neutral,0.57,Wears out quickly
Product_C,Design,Positive,0.47,Difficult to operate
Product_C,Design,Positive,0.21,Not user-friendly
Product_C,Functionality,Negative,0.55,Limited features
Product_D,Design,Neutral,0.42,Difficult to operate
Product_D,Ease of Use,Positive,0.69,Poor aesthetics
Product_A,Value for Money,Neutral,0.36,Hard to understand
Product_A,Durability,Positive,0.62,Not worth the price
Product_B,Functionality,Positive,0.43,Wears out quickly
Product_E,Functionality,Neutral,0.76,Poor aesthetics
Product_D,Value for Money,Positive,0.63,Breaks easily
Product_C,Durability,Neutral,0.4,Hard to understand
Product_B,Value for Money,Neutral,0.78,Not worth the price
Product_C,Durability,Negative,0.47,Hard to understand
Product_E,Design,Positive,0.53,Looks outdated
Product_E,Design,Neutral,0.58,Uncomfortable
Product_A,Design,Negative,0.37,Not sturdy
Product_A,Durability,Positive,0.51,Difficult to operate
Product_C,Value for Money,Neutral,0.35,Poor aesthetics
Product_D,Ease of Use,Negative,0.51,Wears out quickly
Product_D,Ease of Use,Neutral,0.33,Not worth the price
Product_C,Value for Money,Neutral,0.34,Better alternatives exist
Product_B,Ease of Use,Negative,0.24,Too expensive
Product_E,Ease of Use,Negative,0.36,Poor aesthetics
Product_D,Functionality,Neutral,0.35,Poor aesthetics
Product_E,Ease of Use,Negative,0.48,Difficult to operate
Product_D,Design,Positive,0.31,Too many steps
Product_B,Value for Money,Positive,0.33,Breaks easily
Product_C,Design,Negative,0.99,Better alternatives exist
Product_A,Durability,Positive,0.74,Not user-friendly
Product_E,Durability,Positive,0.37,Wears out quickly
Product_C,Ease of Use,Positive,0.55,Not user-friendly
Product_C,Ease of Use,Negative,0.64,Doesn't work as expected
Product_B,Ease of Use,Negative,0.37,Looks outdated
Product_D,Functionality,Neutral,0.36,Looks outdated
Product_D,Value for Money,Positive,0.32,Wears out quickly
Product_E,Value for Money,Neutral,0.42,Better alternatives exist
Product_D,Functionality,Positive,0.48,Doesn't work as expected
Product_B,Durability,Neutral,0.54,Breaks easily
Product_A,Durability,Negative,0.66,Poor aesthetics
Product_E,Functionality,Neutral,0.32,Limited features
Product_D,Design,Negative,0.53,Limited features
Product_C,Functionality,Negative,0.58,Too expensive
Product_D,Ease of Use,Negative,0.4,Wears out quickly
Product_B,Durability,Neutral,0.44,Wears out quickly
Product_E,Design,Neutral,0.44,Difficult to operate
Product_E,Durability,Neutral,0.81,Looks outdated
Product_C,Design,Negative,0.38,Not user-friendly
Product_A,Value for Money,Positive,0.51,Too expensive
Product_C,Functionality,Positive,0.82,Difficult to operate
Product_D,Ease of Use,Positive,0.5,Looks outdated
Product_C,Ease of Use,Neutral,0.37,Uncomfortable
Product_D,Functionality,Positive,0.23,Not sturdy
Product_A,Design,Neutral,0.46,Better alternatives exist
Product_D,Ease of Use,Positive,0.52,Too expensive
Product_E,Value for Money,Neutral,0.68,Difficult to operate
Product_D,Ease of Use,Negative,0.36,Limited features
Product_B,Value for Money,Positive,0.53,Not user-friendly
Product_A,Functionality,Positive,0.13,Difficult to operate
Product_B,Value for Money,Positive,0.07,Not user-friendly
Product_A,Ease of Use,Negative,0.6,Looks outdated
Product_E,Design,Positive,0.79,Not worth the price
Product_D,Ease of Use,Positive,0.55,Looks outdated
Product_A,Durability,Positive,0.43,Limited features
Product_C,Design,Neutral,0.32,Doesn't work as expected
Product_A,Durability,Neutral,0.69,Hard to understand
Product_A,Functionality,Negative,0.69,Not sturdy
Product_C,Functionality,Neutral,0.6,Too many steps
Product_A,Functionality,Positive,0.48,Not sturdy
Product_D,Functionality,Neutral,0.24,Difficult to operate
Product_C,Ease of Use,Negative,0.5,Doesn't work as expected
Product_B,Ease of Use,Neutral,0.37,Limited features
Product_B,Design,Negative,0.68,Hard to understand
Product_B,Durability,Neutral,0.68,Limited features
Product_C,Functionality,Negative,0.74,Too many steps
Product_D,Design,Positive,0.65,Limited features
Product_D,Ease of Use,Neutral,0.43,Limited features
Product_E,Ease of Use,Negative,0.52,Limited features
Product_C,Ease of Use,Positive,0.17,Doesn't work as expected
Product_E,Durability,Positive,0.57,Not user-friendly
Product_C,Ease of Use,Neutral,0.69,Not user-friendly
Product_D,Ease of Use,Neutral,0.11,Hard to understand
Product_E,Design,Positive,0.33,Breaks easily
Product_B,Durability,Positive,0.57,Hard to understand
Product_B,Durability,Negative,0.25,Difficult to operate
Product_B,Ease of Use,Neutral,0.39,Too expensive
Product_D,Value for Money,Positive,0.45,Not worth the price
Product_C,Durability,Positive,0.74,Hard to understand
Product_D,Durability,Negative,0.48,Not user-friendly
Product_E,Value for Money,Neutral,0.46,Not user-friendly
Product_E,Design,Negative,0.44,Too many steps
Product_E,Design,Positive,0.51,Too expensive
Product_A,Ease of Use,Neutral,0.71,Not sturdy
Product_D,Ease of Use,Negative,0.46,Looks outdated
Product_E,Durability,Neutral,0.02,Difficult to operate
Product_E,Functionality,Negative,0.45,Uncomfortable
Product_D,Design,Positive,0.69,Better alternatives exist
Product_D,Value for Money,Neutral,0.3,Poor aesthetics
Product_D,Value for Money,Positive,0.38,Too many steps
Product_B,Value for Money,Positive,0.55,Not worth the price
Product_B,Durability,Negative,0.53,Looks outdated
Product_E,Durability,Neutral,0.77,Hard to understand
Product_B,Durability,Neutral,0.67,Not sturdy
Product_E,Design,Neutral,0.42,Poor aesthetics
Product_E,Design,Negative,0.61,Not user-friendly
Product_C,Design,Neutral,0.53,Better alternatives exist
Product_B,Functionality,Negative,0.66,Not worth the price
Product_D,Functionality,Positive,0.22,Limited features
Product_C,Ease of Use,Negative,0.41,Looks outdated
Product_A,Functionality,Negative,0.58,Difficult to operate
Product_E,Design,Positive,0.41,Doesn't work as expected
Product_A,Ease of Use,Positive,0.5,Not user-friendly
Product_E,Value for Money,Negative,0.35,Breaks easily
Product_C,Durability,Negative,0.48,Uncomfortable
Product_B,Ease of Use,Neutral,0.5,Not worth the price
Product_B,Value for Money,Positive,0.6,Uncomfortable
Product_D,Functionality,Negative,0.4,Poor aesthetics
Product_A,Functionality,Positive,0.47,Not worth the price
Product_D,Functionality,Positive,0.7,Limited features
Product_C,Ease of Use,Negative,0.72,Breaks easily
Product_C,Value for Money,Neutral,0.69,Not sturdy
Product_C,Design,Positive,0.57,Better alternatives exist
Product_C,Design,Positive,0.73,Poor aesthetics
Product_B,Value for Money,Negative,0.48,Not sturdy
Product_A,Durability,Positive,0.66,Doesn't work as expected
Product_C,Value for Money,Negative,0.36,Looks outdated
Product_B,Functionality,Positive,0.15,Difficult to operate
Product_D,Value for Money,Negative,0.48,Difficult to operate
Product_C,Design,Neutral,0.77,Difficult to operate
Product_E,Design,Positive,0.52,Hard to understand
Product_A,Ease of Use,Negative,0.52,Wears out quickly
Product_E,Functionality,Neutral,0.38,Poor aesthetics
Product_A,Functionality,Positive,0.65,Hard to understand
Product_E,Durability,Neutral,0.55,Not worth the price
Product_B,Value for Money,Neutral,0.67,Not sturdy
Product_D,Ease of Use,Neutral,0.56,Hard to understand
Product_A,Value for Money,Negative,0.64,Poor aesthetics
Product_C,Value for Money,Neutral,0.62,Wears out quickly
Product_A,Functionality,Positive,0.7,Not worth the price
Product_E,Functionality,Negative,0.69,Poor aesthetics
Product_D,Functionality,Negative,0.34,Breaks easily
Product_C,Design,Neutral,0.42,Poor aesthetics
Product_B,Ease of Use,Neutral,0.34,Uncomfortable
Product_E,Value for Money,Positive,0.9,Not sturdy
Product_D,Design,Negative,0.67,Hard to understand
Product_E,Durability,Neutral,0.52,Doesn't work as expected
Product_B,Value for Money,Negative,0.51,Not sturdy
Product_C,Functionality,Positive,0.74,Hard to understand
Product_D,Design,Positive,0.42,Looks outdated
Product_D,Ease of Use,Negative,0.55,Too many steps
Product_D,Functionality,Positive,0.21,Too expensive
Product_A,Value for Money,Positive,0.69,Better alternatives exist
Product_A,Durability,Positive,0.42,Better alternatives exist
Product_C,Functionality,Negative,0.38,Wears out quickly
Product_D,Design,Negative,0.19,Not worth the price
Product_E,Ease of Use,Neutral,0.44,Wears out quickly
Product_C,Design,Neutral,0.4,Too many steps
Product_B,Design,Neutral,0.44,Doesn't work as expected
Product_C,Design,Positive,0.25,Hard to understand
Product_C,Durability,Positive,0.59,Difficult to operate
Product_D,Value for Money,Negative,0.23,Hard to understand
Product_C,Durability,Neutral,0.51,Not sturdy
Product_C,Design,Neutral,0.62,Too many steps
Product_D,Functionality,Neutral,0.6,Wears out quickly
Product_C,Design,Positive,0.24,Not user-friendly
Product_A,Durability,Positive,0.35,Poor aesthetics
Product_E,Durability,Neutral,0.69,Uncomfortable
Product_A,Functionality,Neutral,0.47,Not sturdy
Product_D,Durability,Negative,0.31,Poor aesthetics
Product_D,Ease of Use,Neutral,0.33,Too expensive
Product_A,Ease of Use,Neutral,0.24,Limited features
Product_D,Value for Money,Negative,0.47,Too many steps
Product_E,Durability,Negative,0.83,Too expensive
Product_A,Durability,Neutral,0.02,Not user-friendly
Product_A,Durability,Negative,0.47,Wears out quickly
Product_A,Ease of Use,Positive,0.7,Too many steps
Product_A,Functionality,Positive,0.62,Difficult to operate
Product_E,Value for Money,Positive,0.79,Too expensive
Product_C,Design,Negative,0.33,Difficult to operate
Product_A,Ease of Use,Negative,0.63,Not worth the price
Product_A,Design,Neutral,0.5,Difficult to operate
Product_C,Design,Neutral,0.17,Breaks easily
Product_E,Functionality,Negative,0.6,Breaks easily
Product_A,Value for Money,Positive,0.6,Too expensive
Product_D,Value for Money,Neutral,0.04,Not sturdy
Product_B,Value for Money,Positive,0.73,Breaks easily
Product_A,Durability,Negative,0.4,Doesn't work as expected
Product_A,Durability,Neutral,0.52,Poor aesthetics
Product_C,Ease of Use,Neutral,0.46,Poor aesthetics
Product_C,Durability,Negative,0.39,Uncomfortable
Product_B,Design,Positive,0.36,Limited features
Product_B,Ease of Use,Positive,0.47,Not worth the price
Product_D,Ease of Use,Positive,0.37,Too expensive
Product_E,Ease of Use,Negative,0.46,Wears out quickly
Product_D,Value for Money,Neutral,0.34,Difficult to operate
Product_C,Functionality,Negative,0.39,Too expensive
Product_B,Ease of Use,Positive,0.55,Not worth the price
Product_D,Value for Money,Positive,0.57,Looks outdated
Product_A,Durability,Negative,0.51,Not worth the price
Product_B,Durability,Positive,0.37,Too many steps
Product_A,Durability,Neutral,0.28,Too many steps
Product_C,Functionality,Neutral,0.56,Difficult to operate
Product_B,Durability,Neutral,0.32,Too expensive
Product_A,Design,Negative,0.66,Poor aesthetics
Product_C,Functionality,Neutral,0.58,Not worth the price
Product_B,Design,Negative,0.49,Wears out quickly
Product_D,Value for Money,Negative,0.37,Poor aesthetics
Product_D,Durability,Negative,0.81,Too expensive
Product_C,Functionality,Neutral,0.73,Too expensive
Product_C,Ease of Use,Negative,0.01,Not user-friendly
Product_A,Durability,Negative,0.34,Wears out quickly
Product_A,Functionality,Positive,0.46,Doesn't work as expected
Product_C,Ease of Use,Neutral,0.26,Difficult to operate
Product_E,Durability,Positive,0.56,Not user-friendly
Product_C,Durability,Neutral,0.57,Not sturdy
Product_A,Design,Positive,-0.02,Wears out quickly
Product_D,Durability,Positive,0.6,Difficult to operate
Product_C,Functionality,Positive,0.48,Wears out quickly
Product_B,Value for Money,Positive,0.21,Doesn't work as expected
Product_D,Design,Neutral,0.29,Better alternatives exist
